Country Name,Country Code,GDP Type,Year,GDP Value
"Niger","NER","GDP at market prices (current US$)",2006,3646728060.0646296
"Nigeria","NGA","GDP at market prices (current US$)",2006,145429764861.24939
"Nicaragua","NIC","GDP at market prices (current US$)",2006,6786294615.8224249
"Netherlands","NLD","GDP at market prices (current US$)",2006,726649102998.369
"High income: nonOECD","NOC","GDP at market prices (current US$)",2006,3358162499291.7212
"Norway","NOR","GDP at market prices (current US$)",2006,345424664369.35748
"Nepal","NPL","GDP at market prices (current US$)",2006,9043715355.8880978
"New Zealand","NZL","GDP at market prices (current US$)",2006,111437421827.37825
"High income: OECD","OEC","GDP at market prices (current US$)",2006,37504227249061.109
"OECD members","OED","GDP at market prices (current US$)",2006,39000408535077.688
"Oman","OMN","GDP at market prices (current US$)",2006,37215864759.427826
"Other small states","OSS","GDP at market prices (current US$)",2006,58724821115.830887
"Pakistan","PAK","GDP at market prices (current US$)",2006,137264061106.04344
"Panama","PAN","GDP at market prices (current US$)",2006,17137000000
"Peru","PER","GDP at market prices (current US$)",2006,87862091339.400238
"Philippines","PHL","GDP at market prices (current US$)",2006,122210719245.90221
"Palau","PLW","GDP at market prices (current US$)",2006,194499458.8558
"Papua New Guinea","PNG","GDP at market prices (current US$)",2006,5527856839.0748186
"Poland","POL","GDP at market prices (current US$)",2006,343261472028.87341
"Puerto Rico","PRI","GDP at market prices (current US$)",2006,87276164364.6388
"Portugal","PRT","GDP at market prices (current US$)",2006,208566948939.90717
"Paraguay","PRY","GDP at market prices (current US$)",2006,10646157920.320862
"Pacific island small states","PSS","GDP at market prices (current US$)",2006,5511360417.5395613
"Qatar","QAT","GDP at market prices (current US$)",2006,60882142857.142845
"Romania","ROU","GDP at market prices (current US$)",2006,123532929868.28052
"Russian Federation","RUS","GDP at market prices (current US$)",2006,989930542278.69519
"Rwanda","RWA","GDP at market prices (current US$)",2006,3110328010.9144239
"South Asia","SAS","GDP at market prices (current US$)",2006,1204953472747.2068
"Saudi Arabia","SAU","GDP at market prices (current US$)",2006,376900133511.34845
"Sudan","SDN","GDP at market prices (current US$)",2006,35822408611.55883
"Senegal","SEN","GDP at market prices (current US$)",2006,9358710935.4336624
"Singapore","SGP","GDP at market prices (current US$)",2006,147797218201.27133
"Solomon Islands","SLB","GDP at market prices (current US$)",2006,456707934.95231611
"Sierra Leone","SLE","GDP at market prices (current US$)",2006,1885112201.8527782
"El Salvador","SLV","GDP at market prices (current US$)",2006,18550700000
"San Marino","SMR","GDP at market prices (current US$)",2006,1469000145.3110027
"Serbia","SRB","GDP at market prices (current US$)",2006,30607991862.484329
"Sub-Saharan Africa (developing only)","SSA","GDP at market prices (current US$)",2006,788528047190.25
"Sub-Saharan Africa (all income levels)","SSF","GDP at market prices (current US$)",2006,798705220927.41333
"Small states","SST","GDP at market prices (current US$)",2006,116627711678.12302
"Sao Tome and Principe","STP","GDP at market prices (current US$)",2006,134441116.92617166
"Suriname","SUR","GDP at market prices (current US$)",2006,2626380435.1787729
"Slovak Republic","SVK","GDP at market prices (current US$)",2006,70388970016.309113
"Slovenia","SVN","GDP at market prices (current US$)",2006,39587730523.1464
"Sweden","SWE","GDP at market prices (current US$)",2006,420032121655.68842
"Swaziland","SWZ","GDP at market prices (current US$)",2006,2947943587.0929632
"Seychelles","SYC","GDP at market prices (current US$)",2006,1016418229.2515897
"Syrian Arab Republic","SYR","GDP at market prices (current US$)",2006,33332844574.78006
"Chad","TCD","GDP at market prices (current US$)",2006,7422102519.5684767
"Togo","TGO","GDP at market prices (current US$)",2006,2202809251.3130388
"Thailand","THA","GDP at market prices (current US$)",2006,221758486880.31259
"Tajikistan","TJK","GDP at market prices (current US$)",2006,2830228903.3349752
"Turkmenistan","TKM","GDP at market prices (current US$)",2006,10277598152.424942
"Timor-Leste","TLS","GDP at market prices (current US$)",2006,463000000
"Tonga","TON","GDP at market prices (current US$)",2006,287983019.89239347
"Trinidad and Tobago","TTO","GDP at market prices (current US$)",2006,18369057237.457031
"Tunisia","TUN","GDP at market prices (current US$)",2006,34378437265.214119
"Turkey","TUR","GDP at market prices (current US$)",2006,530900094644.73218
"Tuvalu","TUV","GDP at market prices (current US$)",2006,22902861.445783131
"Tanzania","TZA","GDP at market prices (current US$)",2006,18610460326.543652
"Uganda","UGA","GDP at market prices (current US$)",2006,9942597779.9926548
"Ukraine","UKR","GDP at market prices (current US$)",2006,107753069306.93069
"Upper middle income","UMC","GDP at market prices (current US$)",2006,7477274873288.127
"Uruguay","URY","GDP at market prices (current US$)",2006,19579457966.053818
"United States","USA","GDP at market prices (current US$)",2006,13855888000000
"Uzbekistan","UZB","GDP at market prices (current US$)",2006,17030896203.196268
"St. Vincent and the Grenadines","VCT","GDP at market prices (current US$)",2006,610778281.48148155
"Venezuela, RB","VEN","GDP at market prices (current US$)",2006,183477522123.89383
"Vietnam","VNM","GDP at market prices (current US$)",2006,66371664817.043625
"Vanuatu","VUT","GDP at market prices (current US$)",2006,439376794.09404129
"West Bank and Gaza","PSE","GDP at market prices (current US$)",2006,4914728219.3994341
"World","WLD","GDP at market prices (current US$)",2006,51034732180263.805
"Samoa","WSM","GDP at market prices (current US$)",2006,505832439.82297707
"Yemen, Rep.","YEM","GDP at market prices (current US$)",2006,19081726103.214478
"South Africa","ZAF","GDP at market prices (current US$)",2006,271638630111.49673
"Congo, Dem. Rep.","COD","GDP at market prices (current US$)",2006,14296507096.498924
"Zambia","ZMB","GDP at market prices (current US$)",2006,12756858899.281174
"Zimbabwe","ZWE","GDP at market prices (current US$)",2006,5443896500
"Aruba","ABW","GDP at market prices (current US$)",2004,2228279329.6089387
"Andorra","AND","GDP at market prices (current US$)",2004,2916913449.181427
"Afghanistan","AFG","GDP at market prices (current US$)",2004,5285461999.3373938
"Angola","AGO","GDP at market prices (current US$)",2004,23552047248.430122
"Albania","ALB","GDP at market prices (current US$)",2004,7314865175.6748495
"Arab World","ARB","GDP at market prices (current US$)",2004,959478671046.4447
"United Arab Emirates","ARE","GDP at market prices (current US$)",2004,147824370319.94556
"Argentina","ARG","GDP at market prices (current US$)",2004,181873056796.96759
"Armenia","ARM","GDP at market prices (current US$)",2004,3576615240.4161587
"Antigua and Barbuda","ATG","GDP at market prices (current US$)",2004,898356148.14814806
"Australia","AUS","GDP at market prices (current US$)",2004,612695262483.99487
"Austria","AUT","GDP at market prices (current US$)",2004,299857238639.18549
"Azerbaijan","AZE","GDP at market prices (current US$)",2004,8680511918.4935722
"Burundi","BDI","GDP at market prices (current US$)",2004,915257323.39609957
"Belgium","BEL","GDP at market prices (current US$)",2004,370885274397.81476
"Benin","BEN","GDP at market prices (current US$)",2004,4521424807.225194
"Burkina Faso","BFA","GDP at market prices (current US$)",2004,4838551099.7098532
"Bangladesh","BGD","GDP at market prices (current US$)",2004,65108544250.042473
"Bulgaria","BGR","GDP at market prices (current US$)",2004,26094622563.646755
"Bahrain","BHR","GDP at market prices (current US$)",2004,13150166755.319149
"Bahamas, The","BHS","GDP at market prices (current US$)",2004,7094413000
"Bosnia and Herzegovina","BIH","GDP at market prices (current US$)",2004,10022840634.920637
"Belarus","BLR","GDP at market prices (current US$)",2004,23141587717.763344
"Belize","BLZ","GDP at market prices (current US$)",2004,1057849999.9999999
"Bermuda","BMU","GDP at market prices (current US$)",2004,4484703000
"Bolivia","BOL","GDP at market prices (current US$)",2004,8773451738.9112911
"Brazil","BRA","GDP at market prices (current US$)",2004,669316239316.23938
"Barbados","BRB","GDP at market prices (current US$)",2004,3514500000
"Brunei Darussalam","BRN","GDP at market prices (current US$)",2004,7872333215.0041418
"Bhutan","BTN","GDP at market prices (current US$)",2004,702682018.97616947
"Botswana","BWA","GDP at market prices (current US$)",2004,8957467706.5354042
"Central African Republic","CAF","GDP at market prices (current US$)",2004,1270080250.6526783
"Canada","CAN","GDP at market prices (current US$)",2004,1018401229823.213
"Central Europe and the Baltics","CEB","GDP at market prices (current US$)",2004,760810637704.54724
"Switzerland","CHE","GDP at market prices (current US$)",2004,393541693928.4278
"Channel Islands","CHI","GDP at market prices (current US$)",2004,8553643354.0827532
"Chile","CHL","GDP at market prices (current US$)",2004,100630707851.78745
"China","CHN","GDP at market prices (current US$)",2004,1941745602165.0881
"Cote d'Ivoire","CIV","GDP at market prices (current US$)",2004,16554441846.51915
"Cameroon","CMR","GDP at market prices (current US$)",2004,15775357014.625444
"Congo, Rep.","COG","GDP at market prices (current US$)",2004,4648628839.5345688
"Colombia","COL","GDP at market prices (current US$)",2004,117074865515.27939
"Comoros","COM","GDP at market prices (current US$)",2004,368143118.68995976
"Cabo Verde","CPV","GDP at market prices (current US$)",2004,924318505.85154688
"Costa Rica","CRI","GDP at market prices (current US$)",2004,18596365926.995003
"Caribbean small states","CSS","GDP at market prices (current US$)",2004,41154085504.669739
"Cuba","CUB","GDP at market prices (current US$)",2004,38202800000
"Cyprus","CYP","GDP at market prices (current US$)",2004,17164625000
"Czech Republic","CZE","GDP at market prices (current US$)",2004,118976023159.7133
"Germany","DEU","GDP at market prices (current US$)",2004,2819245095604.6685
"Djibouti","DJI","GDP at market prices (current US$)",2004,666072101.77750516
"Dominica","DMA","GDP at market prices (current US$)",2004,374771474.86277854
"Denmark","DNK","GDP at market prices (current US$)",2004,251242843551.2677
"Dominican Republic","DOM","GDP at market prices (current US$)",2004,22039210346.129669
"Algeria","DZA","GDP at market prices (current US$)",2004,85324998959.301773
"East Asia & Pacific (developing only)","EAP","GDP at market prices (current US$)",2004,2679002790860.0474
"East Asia & Pacific (all income levels)","EAS","GDP at market prices (current US$)",2004,9482314200450.459
"Europe & Central Asia (developing only)","ECA","GDP at market prices (current US$)",2004,722385425483.861
"Europe & Central Asia (all income levels)","ECS","GDP at market prices (current US$)",2004,15605965132080.668
"Ecuador","ECU","GDP at market prices (current US$)",2004,36591661000
"Egypt, Arab Rep.","EGY","GDP at market prices (current US$)",2004,78845185293.496445
"Euro area","EMU","GDP at market prices (current US$)",2004,10151633402878.988
"Eritrea","ERI","GDP at market prices (current US$)",2004,1109054005.43971
"Spain","ESP","GDP at market prices (current US$)",2004,1069555500372.4857
"Estonia","EST","GDP at market prices (current US$)",2004,12059204968.9441
"Ethiopia","ETH","GDP at market prices (current US$)",2004,10131187261.442078
"European Union","EUU","GDP at market prices (current US$)",2004,13702501995854.084
"Fragile and conflict affected situations","FCS","GDP at market prices (current US$)",2004,249150508228.44708
"Finland","FIN","GDP at market prices (current US$)",2004,196768065557.48697
"Fiji","FJI","GDP at market prices (current US$)",2004,2727507212.9255629
"France","FRA","GDP at market prices (current US$)",2004,2124112242364.0427
"Faroe Islands","FRO","GDP at market prices (current US$)",2004,1683997930.2632236
"Micronesia, Fed. Sts.","FSM","GDP at market prices (current US$)",2004,239563300
"Gabon","GAB","GDP at market prices (current US$)",2004,7756293574.9807673
"United Kingdom","GBR","GDP at market prices (current US$)",2004,2297889051629.4395
"Georgia","GEO","GDP at market prices (current US$)",2004,5125273880.7499762
"Ghana","GHA","GDP at market prices (current US$)",2004,8881368538.07671
"Guinea","GIN","GDP at market prices (current US$)",2004,3666349049.4264107
"Gambia, The","GMB","GDP at market prices (current US$)",2004,578785278.77030039
"Guinea-Bissau","GNB","GDP at market prices (current US$)",2004,531109346.81573856
"Equatorial Guinea","GNQ","GDP at market prices (current US$)",2004,4410764338.667325
"Greece","GRC","GDP at market prices (current US$)",2004,240521260988.32877
"Grenada","GRD","GDP at market prices (current US$)",2004,599118592.5925926
"Greenland","GRL","GDP at market prices (current US$)",2004,1617227233.7044597
"Guatemala","GTM","GDP at market prices (current US$)",2004,23965275026.741333
